segment_length=2000,segment_step=200.0m,search_width=800m
x_atc_segment_middle,gt1l_veloc,gt1l_correlationValue,gt1r_veloc,gt1r_correlationValue,gt2l_veloc,gt2l_correlationValue,gt2r_veloc,gt2r_correlationValue,gt3l_veloc,gt3l_correlationValue,gt3r_veloc,gt3r_correlationValue
29327098.504,-1446.83,0.866,-1205.69,0.872,-3215.18,0.933,-3215.18,0.936,-3215.18,0.824,-3215.18,0.771
29327298.504,-884.17,0.874,-643.04,0.882,-3215.18,0.957,-3215.18,0.951,-3215.18,0.873,-3215.18,0.842
29327498.504,-160.76,0.872,80.38,0.883,-3215.18,0.939,-3215.18,0.946,-3215.18,0.902,-3215.18,0.886
29327698.504,482.28,0.87,723.41,0.883,-2331.0,0.892,-2652.52,0.906,-3215.18,0.913,-3215.18,0.911
29327898.504,1205.69,0.871,1446.83,0.884,-1205.69,0.887,-1446.83,0.885,-3215.18,0.916,-3215.18,0.919
29328098.504,2009.48,0.877,2250.62,0.892,-482.28,0.918,-562.66,0.9,-3215.18,0.911,-3215.18,0.916
29328298.504,2813.28,0.895,3054.42,0.909,0.0,0.946,-80.38,0.92,-3215.18,0.897,-3215.18,0.903
29328498.504,3215.18,0.919,3215.18,0.931,321.52,0.946,321.52,0.924,-2893.66,0.879,-3215.18,0.884
29328698.504,3215.18,0.932,3215.18,0.937,482.28,0.908,643.04,0.898,-2250.62,0.86,-3215.18,0.862
29328898.504,3215.18,0.932,3215.18,0.929,643.04,0.837,803.79,0.841,-1607.59,0.841,-3215.18,0.839
29329098.504,3215.18,0.92,3215.18,0.909,562.66,0.757,803.79,0.771,-803.79,0.819,-3215.18,0.821
29329298.504,3215.18,0.894,3215.18,0.874,482.28,0.694,482.28,0.716,-80.38,0.798,-3215.18,0.803
29329498.504,3215.18,0.86,3215.18,0.831,401.9,0.655,482.28,0.683,562.66,0.779,-3215.18,0.787
29329698.504,3215.18,0.81,3215.18,0.774,nan,0.628,562.66,0.662,1286.07,0.764,-3215.18,0.774
29329898.504,3134.8,0.759,2893.66,0.713,nan,0.612,nan,0.643,2089.86,0.752,-3215.18,0.764
29330098.504,3215.18,0.667,nan,0.6,nan,0.631,nan,0.636,2893.66,0.741,-3215.18,0.76
29330298.504,nan,0.542,nan,0.507,-1205.69,0.696,-964.55,0.683,-3215.18,0.742,-3215.18,0.76
29330498.504,nan,0.568,nan,0.592,-884.17,0.738,-643.04,0.727,-3215.18,0.753,-3215.18,0.764
29330698.504,nan,0.633,nan,0.631,-3215.18,0.774,-3215.18,0.752,-3215.18,0.763,-3215.18,0.768
29330898.504,nan,0.637,nan,0.579,-3215.18,0.814,-3215.18,0.789,-3215.18,0.774,-3215.18,0.772
29331098.504,nan,0.598,nan,0.508,-3215.18,0.83,-3215.18,0.801,-2652.52,0.781,-2813.28,0.774
29331298.504,nan,0.532,nan,0.465,-3215.18,0.825,-3215.18,0.795,-1768.35,0.79,-2009.48,0.779
29331498.504,nan,0.465,nan,0.448,-3215.18,0.809,-3215.18,0.781,-964.55,0.803,-1205.69,0.787
29331698.504,nan,0.441,nan,0.53,-1929.11,0.788,-1446.83,0.767,-241.14,0.819,-401.9,0.798
29331898.504,nan,0.57,-3215.18,0.679,-964.55,0.782,-723.41,0.769,482.28,0.836,401.9,0.812
29332098.504,-3215.18,0.701,-3215.18,0.783,-401.9,0.777,-401.9,0.77,1125.31,0.851,1125.31,0.826
29332298.504,-3215.18,0.803,-3215.18,0.854,0.0,0.774,80.38,0.771,1848.73,0.865,1848.73,0.839
29332498.504,-3215.18,0.864,-3215.18,0.894,160.76,0.775,241.14,0.774,2491.76,0.877,2491.76,0.855
29332698.504,-3215.18,0.9,-3215.18,0.918,-723.41,0.792,-482.28,0.79,3215.18,0.892,3215.18,0.872
29332898.504,-3215.18,0.92,-3215.18,0.93,-401.9,0.815,-401.9,0.819,3215.18,0.906,3215.18,0.888
29333098.504,-3215.18,0.931,-3215.18,0.936,-80.38,0.834,-80.38,0.843,3215.18,0.917,3215.18,0.902
29333298.504,-3215.18,0.933,-3215.18,0.935,401.9,0.84,321.52,0.852,3215.18,0.93,3215.18,0.918
29333498.504,-3215.18,0.928,-3215.18,0.928,884.17,0.827,803.79,0.841,3215.18,0.945,3215.18,0.933
29333698.504,-3215.18,0.92,-3215.18,0.918,1527.21,0.806,1446.83,0.821,3215.18,0.959,3215.18,0.949
29333898.504,-3215.18,0.909,-3215.18,0.905,2331.0,0.792,2170.24,0.807,3215.18,0.97,3215.18,0.961
29334098.504,-3215.18,0.899,-3215.18,0.895,3215.18,0.792,3134.8,0.808,3215.18,0.972,3215.18,0.968
29334298.504,-3215.18,0.887,-3215.18,0.884,3215.18,0.785,3215.18,0.805,3215.18,0.963,3215.18,0.969
29334498.504,-3215.18,0.874,-3215.18,0.873,3215.18,0.755,3215.18,0.777,3215.18,0.936,3215.18,0.958
29334698.504,-3215.18,0.862,-3215.18,0.861,3215.18,0.728,3215.18,0.746,3215.18,0.881,3215.18,0.932
29334898.504,-3215.18,0.85,-3215.18,0.85,643.04,0.737,803.79,0.732,3215.18,0.807,3215.18,0.895
29335098.504,-3215.18,0.84,-3215.18,0.841,-3215.18,0.754,-3215.18,0.743,3215.18,0.72,3215.18,0.849
29335298.504,-3215.18,0.832,-3215.18,0.834,-3215.18,0.761,-3215.18,0.755,nan,0.642,3215.18,0.79
29335498.504,-3215.18,0.824,-3215.18,0.828,-2491.76,0.756,-3215.18,0.752,nan,0.614,3215.18,0.7
29335698.504,-3215.18,0.815,-3215.18,0.819,-1044.93,0.757,-3215.18,0.751,nan,0.567,nan,0.563
29335898.504,-2652.52,0.806,-2974.04,0.809,-482.28,0.76,-3215.18,0.757,nan,0.489,nan,0.416
29336098.504,-1929.11,0.802,-2170.24,0.803,80.38,0.766,-3134.8,0.762,nan,0.409,nan,0.283
29336298.504,-1125.31,0.801,-1366.45,0.8,723.41,0.772,-2170.24,0.769,nan,0.392,nan,0.386
29336498.504,-401.9,0.803,-643.04,0.801,1366.45,0.781,-1286.07,0.783,nan,0.467,nan,0.548
29336698.504,401.9,0.807,160.76,0.805,2170.24,0.794,-482.28,0.8,nan,0.553,-3215.18,0.695
29336898.504,1125.31,0.812,884.17,0.81,3054.42,0.813,241.14,0.822,-3215.18,0.672,-3215.18,0.778
29337098.504,1848.73,0.818,1687.97,0.816,1125.31,0.837,803.79,0.847,-3215.18,0.761,-3215.18,0.838
29337298.504,2652.52,0.825,2411.38,0.823,1527.21,0.858,1205.69,0.862,-3215.18,0.823,-3215.18,0.878
29337498.504,3215.18,0.833,3215.18,0.832,1768.35,0.861,1446.83,0.858,-3215.18,0.866,-3215.18,0.905
29337698.504,3215.18,0.837,3215.18,0.839,1848.73,0.844,1527.21,0.835,-3215.18,0.902,-3215.18,0.925
29337898.504,3215.18,0.837,3215.18,0.843,1607.59,0.812,1366.45,0.801,-3215.18,0.921,-3215.18,0.934
29338098.504,3215.18,0.834,3215.18,0.844,1366.45,0.779,1125.31,0.771,-3215.18,0.927,-3215.18,0.932
29338298.504,3215.18,0.831,3215.18,0.844,1125.31,0.757,1044.93,0.753,-3215.18,0.922,-3215.18,0.923
29338498.504,3215.18,0.827,3215.18,0.844,1205.69,0.732,1125.31,0.728,-3215.18,0.909,-3215.18,0.907
29338698.504,3215.18,0.823,3215.18,0.843,1366.45,0.684,1205.69,0.679,-3215.18,0.889,-3215.18,0.886
29338898.504,3215.18,0.823,3215.18,0.846,nan,0.601,nan,0.601,-3215.18,0.869,-3215.18,0.867
29339098.504,3215.18,0.828,3215.18,0.851,nan,0.507,nan,0.519,-3215.18,0.851,-3215.18,0.849
29339298.504,3215.18,0.838,3215.18,0.861,nan,0.608,nan,0.631,-3215.18,0.837,-3215.18,0.835
29339498.504,3215.18,0.852,3215.18,0.874,-3215.18,0.749,-3215.18,0.758,-3215.18,0.825,-3215.18,0.823
29339698.504,3215.18,0.87,3215.18,0.89,-3215.18,0.811,-3215.18,0.81,-3215.18,0.817,-3215.18,0.813
29339898.504,3215.18,0.889,3215.18,0.906,-3215.18,0.832,-3215.18,0.826,-3215.18,0.81,-3215.18,0.804
29340098.504,3215.18,0.907,3215.18,0.922,-3215.18,0.839,-3215.18,0.832,-3215.18,0.808,-3215.18,0.798
29340298.504,3215.18,0.924,3215.18,0.936,-3215.18,0.839,-3215.18,0.834,-3215.18,0.811,-3215.18,0.799
29340498.504,3215.18,0.937,3215.18,0.945,-3134.8,0.831,-3215.18,0.827,-3215.18,0.814,-3215.18,0.801
29340698.504,3215.18,0.945,3215.18,0.948,-2089.86,0.83,-2250.62,0.826,-3215.18,0.816,-3215.18,0.804
29340898.504,3215.18,0.947,3215.18,0.946,-1366.45,0.841,-1446.83,0.839,-3215.18,0.816,-3215.18,0.806
29341098.504,3215.18,0.947,3215.18,0.942,-803.79,0.854,-884.17,0.855,-3215.18,0.813,-3215.18,0.804
29341298.504,3215.18,0.942,3215.18,0.931,-241.14,0.86,-241.14,0.863,-2732.9,0.807,-2732.9,0.8
29341498.504,3215.18,0.927,3215.18,0.906,321.52,0.854,401.9,0.862,-1929.11,0.803,-1929.11,0.797
29341698.504,3215.18,0.901,3215.18,0.869,1044.93,0.839,1044.93,0.854,-1286.07,0.799,-1205.69,0.794
29341898.504,3215.18,0.871,3215.18,0.821,1768.35,0.823,1768.35,0.845,-562.66,0.793,-482.28,0.79
29342098.504,3215.18,0.817,3215.18,0.731,2572.14,0.809,2572.14,0.839,80.38,0.786,241.14,0.783
29342298.504,3215.18,0.656,nan,0.486,3215.18,0.798,3215.18,0.838,803.79,0.778,964.55,0.777
29342498.504,nan,0.421,nan,0.426,3215.18,0.776,3215.18,0.827,1607.59,0.771,1687.97,0.773
29342698.504,nan,0.556,nan,0.581,3215.18,0.74,3215.18,0.802,2331.0,0.768,2491.76,0.771
29342898.504,80.38,0.698,-80.38,0.729,-3215.18,0.721,3215.18,0.771,3215.18,0.771,3215.18,0.776
29343098.504,241.14,0.804,80.38,0.83,-3215.18,0.753,3215.18,0.74,3215.18,0.776,3215.18,0.785
29343298.504,401.9,0.85,321.52,0.871,-3215.18,0.775,3215.18,0.716,3215.18,0.784,3215.18,0.795
29343498.504,482.28,0.872,401.9,0.886,-3215.18,0.784,-3215.18,0.72,3215.18,0.794,3215.18,0.808
29343698.504,401.9,0.888,321.52,0.902,-1929.11,0.788,-1205.69,0.739,3215.18,0.808,3215.18,0.825
29343898.504,401.9,0.908,401.9,0.922,-1125.31,0.795,-562.66,0.758,3215.18,0.826,3215.18,0.843
29344098.504,562.66,0.876,562.66,0.898,-643.04,0.806,-160.76,0.779,3215.18,0.845,3215.18,0.862
29344298.504,884.17,0.776,884.17,0.802,-482.28,0.818,-80.38,0.799,3215.18,0.863,3215.18,0.88
29344498.504,nan,0.637,1527.21,0.667,-160.76,0.827,80.38,0.817,3215.18,0.881,3215.18,0.896
29344698.504,nan,0.514,nan,0.543,160.76,0.834,241.14,0.831,3215.18,0.895,3215.18,0.91
29344898.504,nan,0.389,nan,0.419,723.41,0.841,643.04,0.845,3215.18,0.908,3215.18,0.921
29345098.504,nan,0.423,nan,0.393,1205.69,0.851,1125.31,0.858,3215.18,0.917,3215.18,0.929
29345298.504,nan,0.587,nan,0.554,1848.73,0.864,1768.35,0.87,3215.18,0.925,3215.18,0.936
29345498.504,-2411.38,0.686,-2331.0,0.666,2652.52,0.882,2491.76,0.886,3215.18,0.933,3215.18,0.944
29345698.504,-2572.14,0.75,-2411.38,0.735,3215.18,0.91,3215.18,0.912,3215.18,0.941,3215.18,0.952
29345898.504,-2491.76,0.788,-2250.62,0.778,3215.18,0.932,3215.18,0.934,3215.18,0.95,3215.18,0.959
29346098.504,-2652.52,0.819,-2491.76,0.808,3215.18,0.938,3215.18,0.933,3215.18,0.955,3215.18,0.963
29346298.504,-2491.76,0.846,-2491.76,0.838,3215.18,0.923,3215.18,0.9,3215.18,0.959,3215.18,0.964
29346498.504,-2331.0,0.863,-2411.38,0.859,3215.18,0.899,3215.18,0.848,3215.18,0.961,3215.18,0.967
29346698.504,-2009.48,0.874,-2089.86,0.872,3215.18,0.869,3215.18,0.781,3215.18,0.965,3215.18,0.967
29346898.504,-1607.59,0.876,-1607.59,0.875,3215.18,0.831,2170.24,0.722,3215.18,0.96,3215.18,0.951
29347098.504,-1044.93,0.871,-1125.31,0.871,3215.18,0.78,nan,0.631,3215.18,0.947,3215.18,0.917
29347298.504,-482.28,0.862,-482.28,0.861,3215.18,0.701,nan,0.506,3215.18,0.917,3215.18,0.857
29347498.504,241.14,0.851,80.38,0.85,nan,0.564,nan,0.398,3215.18,0.865,3215.18,0.778
29347698.504,884.17,0.841,803.79,0.839,nan,0.347,-3215.18,0.651,3215.18,0.78,3215.18,0.671
29347898.504,1687.97,0.835,1527.21,0.832,nan,0.547,-3215.18,0.769,3215.18,0.655,nan,0.58
29348098.504,2411.38,0.837,2331.0,0.835,-3215.18,0.67,-3215.18,0.827,nan,0.606,nan,0.598
29348298.504,3215.18,0.849,3054.42,0.848,-3215.18,0.779,-3215.18,0.878,nan,0.639,321.52,0.664
29348498.504,3215.18,0.866,3215.18,0.867,-3215.18,0.851,-3215.18,0.906,643.04,0.673,562.66,0.748
29348698.504,3215.18,0.879,3215.18,0.882,-3215.18,0.88,-3215.18,0.913,643.04,0.702,482.28,0.816
29348898.504,3215.18,0.889,3215.18,0.895,-3215.18,0.9,-3215.18,0.916,562.66,0.745,562.66,0.868
29349098.504,3215.18,0.898,3215.18,0.906,-3215.18,0.915,-3215.18,0.918,482.28,0.784,643.04,0.901
29349298.504,3215.18,0.905,3215.18,0.916,-3215.18,0.919,-3215.18,0.916,482.28,0.838,723.41,0.922
29349498.504,3215.18,0.907,3215.18,0.92,-3215.18,0.918,-3215.18,0.911,482.28,0.866,723.41,0.924
29349698.504,3215.18,0.904,3215.18,0.916,-3215.18,0.92,-3215.18,0.91,803.79,0.858,1044.93,0.893
29349898.504,3215.18,0.898,3215.18,0.911,-3215.18,0.922,-3215.18,0.912,1125.31,0.813,1446.83,0.844
29350098.504,3215.18,0.887,3215.18,0.901,-3215.18,0.924,-3215.18,0.915,964.55,0.758,1929.11,0.758
29350298.504,3215.18,0.867,3215.18,0.88,-3215.18,0.928,-3215.18,0.919,1446.83,0.686,nan,0.628
29350498.504,3215.18,0.837,3215.18,0.847,-3215.18,0.934,-3215.18,0.921,nan,0.602,nan,0.471
29350698.504,3215.18,0.816,3215.18,0.818,-3215.18,0.935,-3215.18,0.923,nan,0.553,nan,0.356
29350898.504,3215.18,0.809,3215.18,0.796,-3215.18,0.932,-3215.18,0.919,nan,0.556,nan,0.409
29351098.504,3215.18,0.799,3215.18,0.756,-3215.18,0.924,-3215.18,0.913,nan,0.584,nan,0.577
29351298.504,3215.18,0.764,3215.18,0.672,-3215.18,0.914,-3215.18,0.905,nan,0.604,-1446.83,0.684
29351498.504,3215.18,0.708,nan,0.566,-3215.18,0.902,-3215.18,0.894,nan,0.649,-1607.59,0.725
29351698.504,803.79,0.689,nan,0.582,-3215.18,0.888,-3215.18,0.88,-643.04,0.676,-1125.31,0.756
29351898.504,643.04,0.694,nan,0.602,-3215.18,0.873,-2974.04,0.864,-964.55,0.707,-1768.35,0.777
29352098.504,643.04,0.674,nan,0.616,-2572.14,0.86,-2250.62,0.85,-562.66,0.721,-3215.18,0.818
29352298.504,nan,0.639,nan,0.619,-2009.48,0.846,-1687.97,0.836,-3215.18,0.727,-3215.18,0.851
29352498.504,nan,0.598,nan,0.621,-1527.21,0.829,-1044.93,0.82,-3215.18,0.789,-3215.18,0.864
29352698.504,nan,0.576,-2009.48,0.669,-884.17,0.809,-321.52,0.802,-3215.18,0.833,-3215.18,0.859
29352898.504,nan,0.646,-2893.66,0.76,-160.76,0.788,0.0,0.784,-3215.18,0.853,-3215.18,0.856
29353098.504,-3134.8,0.751,-3134.8,0.822,562.66,0.77,723.41,0.767,-3215.18,0.861,-3215.18,0.852
29353298.504,-3215.18,0.825,-3215.18,0.857,1125.31,0.755,1527.21,0.754,-3215.18,0.859,-3215.18,0.846
29353498.504,-3215.18,0.867,-3215.18,0.868,-3215.18,0.744,2331.0,0.745,-3215.18,0.856,-2572.14,0.837
29353698.504,-3215.18,0.879,-3215.18,0.862,-3215.18,0.746,-3215.18,0.741,-3134.8,0.849,-1687.97,0.827
29353898.504,-3215.18,0.872,-3215.18,0.845,-3215.18,0.751,-3215.18,0.748,-2411.38,0.851,-884.17,0.835
29354098.504,-3215.18,0.857,-3215.18,0.826,-3215.18,0.757,-3215.18,0.756,-1527.21,0.857,-160.76,0.858
29354298.504,-3215.18,0.841,-3215.18,0.807,-3215.18,0.762,-3215.18,0.763,-803.79,0.877,321.52,0.871
29354498.504,-3215.18,0.826,-3215.18,0.79,-2893.66,0.766,-3215.18,0.767,-160.76,0.883,80.38,0.878
29354698.504,-3215.18,0.816,-3215.18,0.779,-2089.86,0.768,-2813.28,0.768,482.28,0.874,723.41,0.841
29354898.504,-3054.42,0.805,-2732.9,0.773,-1286.07,0.772,-2009.48,0.77,643.04,0.808,884.17,0.762
29355098.504,-2170.24,0.805,-1848.73,0.778,-482.28,0.777,-1205.69,0.772,643.04,0.727,884.17,0.682
29355298.504,-1286.07,0.814,-1044.93,0.79,321.52,0.782,-401.9,0.776,nan,0.647,nan,0.613
29355498.504,-643.04,0.83,-321.52,0.809,1125.31,0.789,401.9,0.781,nan,0.589,nan,0.566
29355698.504,160.76,0.85,482.28,0.83,1848.73,0.798,1125.31,0.787,nan,0.597,nan,0.575
29355898.504,723.41,0.871,1125.31,0.854,2652.52,0.809,1929.11,0.798,nan,0.618,nan,0.612
29356098.504,1205.69,0.892,1446.83,0.878,3215.18,0.824,2652.52,0.812,-723.41,0.677,-723.41,0.691
29356298.504,1527.21,0.908,2009.48,0.899,3215.18,0.838,3215.18,0.828,-643.04,0.743,-482.28,0.759
29356498.504,1848.73,0.918,2089.86,0.911,3215.18,0.852,3215.18,0.846,-321.52,0.8,-562.66,0.831
29356698.504,2250.62,0.917,2491.76,0.913,3215.18,0.867,3215.18,0.864,-241.14,0.852,-160.76,0.898
29356898.504,2652.52,0.909,2732.9,0.907,3215.18,0.882,3215.18,0.881,-80.38,0.906,241.14,0.944
29357098.504,2974.04,0.901,3134.8,0.898,3215.18,0.895,3215.18,0.898,482.28,0.95,562.66,0.972
29357298.504,3215.18,0.897,3215.18,0.893,3215.18,0.907,3215.18,0.913,562.66,0.975,723.41,0.979
29357498.504,3215.18,0.885,3215.18,0.884,3215.18,0.919,3215.18,0.926,803.79,0.965,884.17,0.971
29357698.504,3215.18,0.869,3215.18,0.869,3215.18,0.93,3215.18,0.938,884.17,0.943,1527.21,0.942
29357898.504,3215.18,0.836,3215.18,0.842,3215.18,0.94,3215.18,0.948,1607.59,0.909,1929.11,0.914
29358098.504,3215.18,0.751,3215.18,0.761,3215.18,0.948,3215.18,0.956,2250.62,0.863,2331.0,0.876
29358298.504,nan,0.575,nan,0.567,3215.18,0.956,3215.18,0.963,2572.14,0.812,2813.28,0.849
29358498.504,nan,0.606,nan,0.53,3215.18,0.964,3215.18,0.971,2250.62,0.789,3215.18,0.819
29358698.504,-1687.97,0.737,-1446.83,0.684,3215.18,0.969,3215.18,0.974,2893.66,0.741,3054.42,0.787
29358898.504,-964.55,0.849,-884.17,0.821,3215.18,0.969,3215.18,0.969,nan,0.641,3215.18,0.71
29359098.504,-482.28,0.915,-482.28,0.9,3215.18,0.959,3215.18,0.958,nan,0.502,nan,0.529
29359298.504,80.38,0.902,-80.38,0.877,3215.18,0.941,3215.18,0.939,nan,0.448,nan,0.329
29359498.504,482.28,0.82,321.52,0.777,3215.18,0.908,3215.18,0.903,nan,0.478,nan,0.368
29359698.504,803.79,0.723,723.41,0.669,3215.18,0.853,3215.18,0.839,nan,0.548,nan,0.504
29359898.504,nan,0.631,nan,0.578,3215.18,0.752,3215.18,0.719,nan,0.612,nan,0.564
29360098.504,nan,0.562,nan,0.521,nan,0.583,nan,0.506,nan,0.613,nan,0.625
29360298.504,nan,0.557,nan,0.546,nan,0.459,nan,0.566,nan,0.601,-3215.18,0.73
29360498.504,nan,0.61,nan,0.618,-3215.18,0.704,-3215.18,0.771,-3215.18,0.653,-3215.18,0.809
29360698.504,-241.14,0.68,-401.9,0.69,-3215.18,0.816,-3215.18,0.858,-3215.18,0.774,-3215.18,0.873
29360898.504,-160.76,0.749,-321.52,0.761,-3215.18,0.876,-3215.18,0.905,-3215.18,0.864,-3215.18,0.932
29361098.504,0.0,0.815,-160.76,0.829,-3215.18,0.91,-3215.18,0.926,-3215.18,0.921,-3215.18,0.942
29361298.504,80.38,0.874,80.38,0.887,-3215.18,0.926,-3215.18,0.934,-3215.18,0.943,-3215.18,0.94
29361498.504,321.52,0.917,241.14,0.929,-3215.18,0.935,-3215.18,0.94,-3215.18,0.95,-3215.18,0.931
29361698.504,562.66,0.941,482.28,0.951,-3215.18,0.933,-3215.18,0.936,-3215.18,0.944,-3215.18,0.919
29361898.504,643.04,0.949,562.66,0.957,-3215.18,0.926,-3215.18,0.929,-3215.18,0.933,-3215.18,0.898
29362098.504,723.41,0.937,723.41,0.943,-3215.18,0.918,-3215.18,0.92,-3215.18,0.917,-3215.18,0.881
29362298.504,964.55,0.897,1044.93,0.9,-3215.18,0.908,-3215.18,0.91,-3215.18,0.907,-3215.18,0.864
29362498.504,1286.07,0.823,1366.45,0.827,-3215.18,0.895,-3215.18,0.898,-3215.18,0.895,-3134.8,0.852
29362698.504,1687.97,0.735,1768.35,0.739,-3215.18,0.883,-3215.18,0.885,-3215.18,0.884,-2331.0,0.839
29362898.504,nan,0.641,nan,0.645,-3215.18,0.869,-3215.18,0.871,-2893.66,0.87,-1607.59,0.825
29363098.504,nan,0.533,nan,0.543,-3215.18,0.857,-3215.18,0.859,-3215.18,0.852,-723.41,0.814
29363298.504,nan,0.446,nan,0.449,-3215.18,0.849,-3215.18,0.85,-2732.9,0.835,0.0,0.804
29363498.504,-3215.18,0.695,-3215.18,0.66,-3215.18,0.844,-3215.18,0.844,-2250.62,0.823,803.79,0.802
29363698.504,-3215.18,0.843,-3215.18,0.815,-3215.18,0.842,-3215.18,0.84,-964.55,0.817,884.17,0.799
29363898.504,-3215.18,0.905,-3215.18,0.89,-3215.18,0.84,-3215.18,0.837,-643.04,0.812,2411.38,0.803
29364098.504,-3215.18,0.926,-3215.18,0.922,-3215.18,0.836,-3215.18,0.833,643.04,0.809,3134.8,0.807
29364298.504,-3215.18,0.925,-3215.18,0.925,-3215.18,0.83,-3215.18,0.829,884.17,0.808,3215.18,0.809
29364498.504,-3054.42,0.908,-3054.42,0.911,-3215.18,0.824,-3215.18,0.825,1929.11,0.805,3215.18,0.803
29364698.504,-2331.0,0.897,-2411.38,0.897,-3215.18,0.816,-3215.18,0.818,2572.14,0.805,3215.18,0.797
29364898.504,-1607.59,0.894,-1687.97,0.892,-2491.76,0.806,-2974.04,0.809,3215.18,0.802,3215.18,0.782
29365098.504,-964.55,0.896,-964.55,0.894,-1687.97,0.798,-2170.24,0.8,3215.18,0.783,3215.18,0.763
29365298.504,-321.52,0.903,-321.52,0.9,-884.17,0.792,-1366.45,0.793,3215.18,0.762,3215.18,0.729
29365498.504,241.14,0.91,241.14,0.907,-160.76,0.787,-643.04,0.788,3215.18,0.735,-3215.18,0.743
29365698.504,803.79,0.916,803.79,0.912,-160.76,0.784,-482.28,0.785,-3215.18,0.731,-3215.18,0.774
29365898.504,1366.45,0.918,1366.45,0.914,562.66,0.784,80.38,0.785,-3215.18,0.761,-3215.18,0.801
29366098.504,1848.73,0.917,1929.11,0.91,1286.07,0.785,803.79,0.787,-3215.18,0.79,-3215.18,0.824
29366298.504,2331.0,0.906,2331.0,0.897,2009.48,0.788,1527.21,0.791,-3215.18,0.812,-3215.18,0.828
29366498.504,2652.52,0.886,2491.76,0.871,2813.28,0.795,2331.0,0.797,-3054.42,0.817,-3215.18,0.83
29366698.504,2893.66,0.853,2652.52,0.83,3215.18,0.803,3134.8,0.807,-2250.62,0.823,-2491.76,0.83
29366898.504,2974.04,0.809,2893.66,0.772,3215.18,0.814,3215.18,0.82,-1446.83,0.83,-1687.97,0.833
29367098.504,3054.42,0.745,2572.14,0.7,3215.18,0.827,3215.18,0.833,-723.41,0.836,-1044.93,0.837
29367298.504,2893.66,0.66,nan,0.607,3215.18,0.84,3215.18,0.848,-80.38,0.842,-241.14,0.841
29367498.504,nan,0.558,nan,0.523,3215.18,0.853,3215.18,0.861,321.52,0.849,482.28,0.847
29367698.504,nan,0.514,nan,0.531,3215.18,0.866,3215.18,0.874,803.79,0.854,1125.31,0.852
29367898.504,nan,0.576,nan,0.627,3215.18,0.88,3215.18,0.884,1446.83,0.858,1929.11,0.858
29368098.504,-3215.18,0.714,-3215.18,0.746,3215.18,0.893,3215.18,0.896,2170.24,0.861,2652.52,0.862
29368298.504,-3215.18,0.813,-3215.18,0.828,3215.18,0.905,3215.18,0.906,2813.28,0.865,2893.66,0.869
29368498.504,-3215.18,0.862,-3215.18,0.867,3215.18,0.913,3215.18,0.916,3215.18,0.87,3215.18,0.874
29368698.504,-3215.18,0.877,-3215.18,0.873,3215.18,0.924,3215.18,0.925,3215.18,0.87,3215.18,0.876
29368898.504,-3215.18,0.87,-3215.18,0.86,3215.18,0.934,3215.18,0.935,3215.18,0.866,3215.18,0.871
29369098.504,-3215.18,0.851,-3215.18,0.839,3215.18,0.942,3215.18,0.942,3215.18,0.858,3215.18,0.861
29369298.504,-3215.18,0.832,-3215.18,0.819,3215.18,0.947,3215.18,0.947,3215.18,0.846,3215.18,0.846
29369498.504,-3215.18,0.819,-3215.18,0.804,3215.18,0.954,3215.18,0.953,3215.18,0.828,3215.18,0.825
29369698.504,-3215.18,0.814,-3215.18,0.796,3215.18,0.96,3215.18,0.959,3215.18,0.812,3215.18,0.812
29369898.504,-3215.18,0.816,-3215.18,0.796,3215.18,0.964,3215.18,0.962,3215.18,0.808,3215.18,0.807
29370098.504,-3215.18,0.825,-3215.18,0.804,3215.18,0.964,3215.18,0.96,3215.18,0.822,3215.18,0.815
29370298.504,-3215.18,0.843,-3215.18,0.821,3215.18,0.951,3215.18,0.948,3215.18,0.845,3215.18,0.835
29370498.504,-3215.18,0.866,-3215.18,0.844,3215.18,0.917,3215.18,0.912,3215.18,0.865,3215.18,0.856
29370698.504,-3215.18,0.889,-3215.18,0.87,3215.18,0.856,3215.18,0.839,3215.18,0.87,3215.18,0.857
29370898.504,-3215.18,0.91,-3215.18,0.895,3215.18,0.75,3215.18,0.72,3215.18,0.85,3215.18,0.833
29371098.504,-3215.18,0.926,-3215.18,0.915,nan,0.621,nan,0.567,2732.9,0.805,2170.24,0.783
29371298.504,-3215.18,0.934,-3215.18,0.927,nan,0.527,nan,0.516,2491.76,0.733,2411.38,0.716
29371498.504,-3215.18,0.935,-3215.18,0.93,nan,0.586,nan,0.587,2009.48,0.651,nan,0.637
29371698.504,-3215.18,0.931,-3215.18,0.928,-241.14,0.684,-562.66,0.679,nan,0.572,nan,0.588
29371898.504,-3215.18,0.923,-3215.18,0.922,-160.76,0.775,-643.04,0.768,nan,0.568,nan,0.582
29372098.504,-3215.18,0.912,-3215.18,0.913,0.0,0.848,-482.28,0.852,nan,0.605,nan,0.608
29372298.504,-3215.18,0.899,-3215.18,0.9,241.14,0.865,-80.38,0.904,-401.9,0.682,-241.14,0.676
29372498.504,-3215.18,0.883,-3215.18,0.885,562.66,0.805,321.52,0.895,-241.14,0.754,-241.14,0.751
29372698.504,-2813.28,0.866,-2893.66,0.867,723.41,0.701,643.04,0.833,-160.76,0.818,-160.76,0.82
29372898.504,-2170.24,0.852,-2250.62,0.853,nan,0.596,884.17,0.743,-80.38,0.877,-80.38,0.878
